longitude,latitude,m_age,total_rooms,total_bedrooms,population,households,median_income,median_house_val,y
-122.15,37.47,39,1295,239,566,242,5.6407,326400,NEAR BAY
-122.15,37.46,42,1995,412,794,374,5.6234,379600,NEAR BAY
-122.16,37.46,45,2068,348,844,366,6.227,417800,NEAR BAY
-122.16,37.45,50,196,41,76,42,7.6129,412500,NEAR BAY
-122.16,37.46,32,2663,661,1403,733,4.2667,410200,NEAR BAY
-122.17,37.46,47,2312,332,1044,282,9.459,500001,NEAR BAY
-122.19,37.46,34,5419,1183,2002,1138,4.1985,500001,NEAR BAY
-122.17,37.45,33,1828,396,766,378,4.4531,500001,NEAR BAY
-122.17,37.45,35,1025,242,388,232,5.1995,500001,NEAR BAY
-122.18,37.45,43,2061,437,817,385,4.4688,460200,NEAR BAY
-122.18,37.45,37,5257,1360,2128,1264,4,394300,NEAR BAY
-122.19,37.45,18,1636,414,853,439,5.1032,464600,NEAR OCEAN
-122.18,37.44,44,2237,347,948,346,8.2436,500001,NEAR OCEAN
-122.19,37.44,38,3383,456,1203,465,9.3198,500001,NEAR OCEAN
-122.19,37.44,39,4402,618,1616,631,8.9955,500001,NEAR OCEAN
-122.2,37.43,38,3626,528,1350,532,7.3681,500001,NEAR OCEAN
-122.21,37.44,35,1140,193,486,199,4.6908,500001,NEAR OCEAN
-122.2,37.43,40,2223,412,1050,417,5.2421,444500,NEAR OCEAN
-122.19,37.43,39,2392,420,937,406,6.6136,472800,NEAR OCEAN
-122.2,37.43,22,3294,744,1337,655,5.2391,500001,NEAR OCEAN
-122.21,37.43,33,1606,254,727,271,8.6963,500001,NEAR OCEAN
-122.21,37.43,23,5741,1012,1843,888,5.7211,500001,NEAR OCEAN
-122.23,37.42,16,1945,320,512,300,7.4542,500001,NEAR OCEAN
-122.19,37.42,47,932,167,295,116,8.4375,500001,NEAR OCEAN
-122.21,37.43,20,975,134,324,146,9.7796,500001,NEAR OCEAN
-122.21,37.42,28,564,72,191,79,11.9666,500001,NEAR OCEAN
-122.2,37.4,37,1296,194,540,192,8.2782,500001,NEAR OCEAN
-122.2,37.4,30,2612,338,980,324,10.0481,500001,NEAR OCEAN
-122.21,37.38,28,4518,578,1489,559,11.3176,500001,NEAR OCEAN
-122.2,37.35,17,3095,442,1173,424,13.2986,500001,NEAR BAY
-122.21,37.37,34,1476,217,613,223,8.2883,500001,NEAR OCEAN
-122.22,37.37,26,440,202,322,218,5.1831,350000,NEAR OCEAN
-122.22,37.36,34,1559,243,600,242,8.7382,500001,NEAR OCEAN
-122.22,37.4,32,2297,287,814,283,15.0001,500001,NEAR OCEAN
-122.25,37.45,34,2999,365,927,369,10.2811,500001,NEAR OCEAN
-122.27,37.45,41,830,136,353,153,6.3824,500001,NEAR OCEAN
-122.24,37.43,36,2410,361,934,377,7.652,500001,NEAR OCEAN
-122.27,37.43,33,1601,223,629,215,15.0001,500001,NEAR OCEAN
-122.25,37.39,33,370,42,153,53,10.6514,500001,NEAR OCEAN
-122.26,37.38,28,1103,164,415,154,7.8633,500001,NEAR OCEAN
-122.29,37.41,30,6373,854,2149,798,10.6868,500001,NEAR OCEAN
-122.46,37.51,23,949,151,399,149,5.6286,411300,NEAR OCEAN
-122.47,37.5,18,2297,416,1086,381,4.875,334600,NEAR OCEAN
-122.47,37.5,25,950,259,404,195,3.1937,319200,NEAR OCEAN
-122.48,37.51,22,1564,278,761,270,4.7578,318500,NEAR OCEAN
-122.47,37.51,15,4974,764,2222,774,6.7606,364300,NEAR OCEAN
-122.44,37.52,16,7077,1179,3502,1148,5.9919,345100,NEAR OCEAN
-122.53,37.5,19,4768,807,2199,805,6.1896,331100,NEAR OCEAN
-122.49,37.54,15,3456,545,1527,535,6.3256,368000,NEAR OCEAN
-122.51,37.53,17,1574,262,672,241,7.2929,355800,NEAR OCEAN
-122.5,37.51,11,749,137,355,124,8.2364,371800,NEAR OCEAN
-122.49,37.5,21,1209,309,801,259,4.5625,500000,NEAR OCEAN
-122.43,37.43,17,11999,2249,5467,1989,4.8405,354300,NEAR OCEAN
-122.34,37.46,21,1799,293,576,277,7.439,500001,NEAR OCEAN
-122.38,37.34,33,1054,209,400,161,7.7773,456300,NEAR OCEAN
-122.33,37.39,52,573,102,232,92,6.2263,500001,NEAR OCEAN
-122.27,37.32,37,2607,534,1346,507,5.3951,277700,NEAR OCEAN
-122.27,37.24,30,2762,593,1581,502,5.1002,319400,NEAR OCEAN
-122.38,37.18,52,1746,315,941,220,3.3047,286100,NEAR OCEAN
-119.77,34.44,24,5652,1313,2312,1294,2.4717,295300,NEAR OCEAN
-119.78,34.45,9,1830,353,1515,220,4.2109,450000,NEAR OCEAN
-119.79,34.45,24,2746,433,1076,380,5.8635,348700,NEAR OCEAN
-119.75,34.45,26,3578,677,1504,618,4.1375,395000,NEAR OCEAN
-119.75,34.44,28,1080,298,524,251,1.8432,327300,NEAR OCEAN
-119.76,34.44,28,1985,582,1092,548,2.4701,290900,NEAR OCEAN
-119.75,34.45,6,2864,,1404,603,5.5073,263800,NEAR OCEAN
-119.78,34.48,21,2377,322,1007,328,7.9248,500001,NEAR OCEAN
-119.78,34.45,23,2077,306,705,256,6.4744,500001,NEAR OCEAN
-119.73,34.44,38,1729,,801,395,3.1364,357500,NEAR OCEAN
-119.73,34.43,35,2703,654,1383,631,4.5278,340400,NEAR OCEAN
-119.74,34.44,26,4257,1031,1861,950,3.4047,294500,NEAR OCEAN
-119.73,34.44,48,2114,390,973,367,4.8021,351100,NEAR OCEAN
-119.74,34.44,27,1251,282,503,283,2.8,353000,NEAR OCEAN
-119.7,34.41,52,1526,458,1633,449,2.2069,226500,NEAR OCEAN
-119.72,34.42,37,1635,427,1027,408,3.5905,264700,NEAR OCEAN
-119.72,34.42,31,1524,383,1257,398,2.6019,250000,NEAR OCEAN
-119.72,34.42,49,1610,370,961,351,2.6983,260100,NEAR OCEAN
-119.72,34.42,52,1759,387,980,402,4.0125,261000,NEAR OCEAN
-119.71,34.41,31,1034,319,997,308,2.6538,231800,NEAR OCEAN
-119.73,34.35,20,1648,319,905,307,4.375,335200,NEAR OCEAN
-119.71,34.36,34,1706,276,628,243,4.1842,364000,NEAR OCEAN
-119.7,34.36,35,1604,334,904,337,4.7411,336400,NEAR OCEAN
-119.71,34.4,36,1846,358,748,329,4.2283,326800,NEAR OCEAN
-119.7,34.4,25,1858,493,865,460,3.0938,312500,NEAR OCEAN
-119.72,34.41,35,871,145,354,154,4.3214,341800,NEAR OCEAN
-119.71,34.4,27,3782,771,1742,751,4.0451,395100,NEAR OCEAN
-119.71,34.41,18,1225,317,694,306,3.6823,255000,NEAR OCEAN
-119.7,34.41,19,1215,360,1349,423,2.6607,226500,NEAR OCEAN
-119.7,34.41,19,2086,575,1701,530,2.8042,236100,NEAR OCEAN
-119.69,34.38,39,1383,459,677,362,2.25,281300,NEAR OCEAN
-119.75,34.43,23,2982,837,1317,787,3.3776,283200,NEAR OCEAN
-119.74,34.43,26,3119,562,1459,562,5.0434,340400,NEAR OCEAN
-119.75,34.4,31,1997,299,826,301,6.8927,500001,NEAR OCEAN
-119.73,34.43,27,1448,404,978,338,2.303,261000,NEAR OCEAN
-119.73,34.42,23,1364,227,638,238,5.3279,413900,NEAR OCEAN
-119.73,34.42,25,2024,312,907,335,5.4127,392800,NEAR OCEAN
-119.72,34.41,35,1853,375,878,338,4.9044,335300,NEAR OCEAN
-119.74,34.41,30,2365,417,1053,409,5.5959,346200,NEAR OCEAN
-119.73,34.41,29,1769,297,703,269,4.4375,350000,NEAR OCEAN
-119.72,34.41,26,1648,378,954,405,3.2895,335000,NEAR OCEAN
-119.74,34.35,34,1664,292,705,257,5,329400,NEAR OCEAN
-119.74,34.38,32,1479,287,830,288,5.345,322600,NEAR OCEAN
-119.51,34.4,24,3422,596,1763,601,5.2039,301300,NEAR OCEAN
-119.51,34.4,15,1112,256,411,245,2.0625,314300,NEAR OCEAN
-119.52,34.39,23,1414,365,889,345,2.6397,250000,NEAR OCEAN
-119.51,34.39,32,1921,394,951,334,3.233,346000,NEAR OCEAN
-119.52,34.4,20,1834,477,1305,417,3.2125,251000,NEAR OCEAN
-119.53,34.38,22,2323,727,1301,478,2.7864,300000,NEAR OCEAN
-119.5,34.35,39,308,38,59,21,11.7794,500001,NEAR OCEAN
-119.49,34.39,17,4617,982,2303,923,3.9224,230600,NEAR OCEAN
-120.18,34.62,25,1337,219,671,225,3.1912,226400,NEAR OCEAN
-120.2,34.63,14,2647,515,1487,488,4.4519,227900,NEAR OCEAN
-120.2,34.61,15,2958,690,1348,617,3.8582,215200,NEAR OCEAN
-120.13,34.63,11,2137,339,916,338,5.5221,394900,NEAR OCEAN
-120.12,34.6,10,2426,426,966,419,5.5106,290900,NEAR OCEAN
-120.14,34.6,22,2136,465,1143,409,2.9479,243100,NEAR OCEAN
-120.16,34.61,17,921,189,434,219,3.0185,500001,NEAR OCEAN
-120.14,34.59,9,2536,499,832,385,2.5743,309800,NEAR OCEAN
-120.14,34.59,24,1601,282,731,285,4.2026,259800,NEAR OCEAN
-120.04,34.72,13,3942,585,1542,515,6.6054,500001,NEAR OCEAN
-120.11,34.66,18,1348,238,631,247,5.3154,289400,NEAR OCEAN
-120.08,34.64,18,2375,429,1048,369,4.2222,375000,NEAR OCEAN
-120.08,34.62,11,3478,588,1693,582,4.6554,272300,NEAR OCEAN
-120.09,34.62,18,2708,382,988,359,5.5194,367000,NEAR OCEAN
-120.11,34.62,16,2943,394,959,359,6.2094,440000,NEAR OCEAN
-120.09,34.61,11,586,125,317,74,2.8906,84400,NEAR OCEAN
-120.08,34.59,24,1874,319,820,315,5.1909,390200,NEAR OCEAN
-120.01,34.54,30,2992,609,1288,465,3.9375,292900,NEAR OCEAN
-120.45,34.86,23,3415,778,1492,633,2.2791,114800,NEAR OCEAN
-120.57,34.96,27,1401,294,1306,286,2.5809,83200,NEAR OCEAN
-120.57,34.96,38,1145,297,1107,296,2.1776,89100,NEAR OCEAN
-120.64,34.97,5,2090,469,1911,482,2.4318,86100,NEAR OCEAN
-120.6,34.91,44,711,140,384,116,2.1094,73800,NEAR OCEAN
-120.59,34.7,29,17738,3114,12427,2826,2.7377,28300,NEAR OCEAN
-120.48,34.7,26,3069,518,1524,539,4.3162,136400,NEAR OCEAN
-120.46,34.64,11,562,164,504,147,2.0161,118800,NEAR OCEAN
-120.46,34.65,22,1298,358,1272,363,1.6488,117500,NEAR OCEAN
-120.46,34.64,26,2364,604,1520,529,1.9444,129400,NEAR OCEAN
-120.47,34.64,8,2482,586,1427,540,3.071,120400,NEAR OCEAN
-120.47,34.65,31,1438,320,816,270,2.4583,128100,NEAR OCEAN
-120.46,34.64,16,686,217,614,200,0.8106,83300,NEAR OCEAN
-120.44,34.64,8,787,126,446,133,4.6023,163400,NEAR OCEAN
-120.45,34.64,30,2330,422,1255,449,3.8512,134600,NEAR OCEAN
-120.45,34.64,27,2696,622,1322,543,3.0352,135400,NEAR OCEAN
-120.45,34.64,40,1051,235,574,201,2.0865,111500,NEAR OCEAN
-120.46,34.65,10,2143,593,1167,548,2.0819,103300,NEAR OCEAN
-120.46,34.65,14,885,223,533,224,2.5966,109300,NEAR OCEAN
-120.47,34.65,32,2193,430,1074,377,2.3333,130200,NEAR OCEAN
-120.47,34.65,16,2549,428,1486,432,4.2875,150700,NEAR OCEAN
-120.45,34.65,27,2253,382,1197,384,3.3203,134700,NEAR OCEAN
-120.44,34.65,30,2265,512,1402,471,1.975,134000,NEAR OCEAN
-120.45,34.65,27,2215,578,1544,527,1.9257,135300,NEAR OCEAN
-120.45,34.65,21,1182,243,733,251,3.1442,131600,NEAR OCEAN
-120.45,34.65,25,980,276,896,245,2,87500,NEAR OCEAN
-120.46,34.63,48,1408,301,682,279,2.9271,146600,NEAR OCEAN
-120.46,34.64,37,1697,334,740,272,2.3804,148000,NEAR OCEAN
-120.47,34.64,16,1912,406,1009,417,3.4063,138000,NEAR OCEAN
-120.45,34.64,17,1226,277,484,224,3.2167,112500,NEAR OCEAN
-120.45,34.64,34,2571,499,1105,451,3.7778,150000,NEAR OCEAN
-120.45,34.63,32,1840,309,828,333,4.5486,172400,NEAR OCEAN
-120.44,34.66,22,3231,549,1739,581,4.5417,142400,NEAR OCEAN
-120.45,34.66,7,3329,504,1462,452,4.7875,198300,NEAR OCEAN
-120.46,34.66,5,2904,702,1302,618,3.0081,135200,NEAR OCEAN
-120.47,34.66,4,3376,525,1684,535,4.9237,166600,NEAR OCEAN
-120.39,34.52,40,2162,395,1010,332,2.5667,239300,NEAR OCEAN
-120.48,34.66,4,1897,331,915,336,4.1563,172600,NEAR OCEAN
-120.48,34.65,26,1933,316,1001,319,4.4628,134400,NEAR OCEAN
-120.45,34.63,25,2445,368,983,363,4.9286,180100,NEAR OCEAN
-120.47,34.63,23,2441,463,1392,434,3.7917,142200,NEAR OCEAN
-120.46,34.74,15,2185,386,827,336,5.3765,223100,NEAR OCEAN
-120.45,34.71,21,1868,268,522,255,6.4678,249300,NEAR OCEAN
-120.46,34.71,17,2830,430,1035,416,4.9292,207200,NEAR OCEAN
-120.47,34.7,24,2387,385,1051,382,4.4595,152700,NEAR OCEAN
-120.47,34.71,21,2535,383,1012,368,5.6177,183800,NEAR OCEAN
-120.37,34.69,18,1868,315,747,265,4.7946,290600,NEAR OCEAN
-120.43,34.7,26,2353,389,1420,389,3.87,125800,NEAR OCEAN
-120.43,34.69,33,2054,373,1067,358,3.6023,128300,NEAR OCEAN
-120.44,34.68,6,2187,277,697,273,6.2685,307400,NEAR OCEAN
-119.86,34.42,23,1450,642,1258,607,1.179,225000,NEAR OCEAN
-119.88,34.4,25,2741,623,2272,624,2.2647,216700,NEAR OCEAN
-119.85,34.4,14,2307,650,5723,615,2.1652,37500,NEAR OCEAN
-119.88,34.43,14,2472,685,1292,621,3.3026,229500,NEAR OCEAN
-119.88,34.43,16,1734,365,962,391,4.4777,282500,NEAR OCEAN
-119.88,34.43,16,2206,541,1227,554,3.75,223100,NEAR OCEAN
-119.88,34.42,22,2367,492,1333,488,3.6304,312200,NEAR OCEAN
-119.91,34.4,24,2001,365,1170,330,6.0992,268800,NEAR OCEAN
-119.83,34.45,24,2168,373,934,366,5.4197,280900,NEAR OCEAN
-119.84,34.44,28,977,162,537,159,4.2404,274300,NEAR OCEAN
-119.84,34.45,26,4424,616,1839,601,6.3654,331200,NEAR OCEAN
-119.85,34.44,28,1765,301,1173,297,6.0256,276800,NEAR OCEAN
-119.81,34.47,26,4382,618,1728,587,7.4734,432200,NEAR OCEAN
-119.81,34.46,22,3488,452,1479,458,7.1687,384400,NEAR OCEAN
-119.85,34.48,23,1915,277,724,267,6.2987,348200,NEAR OCEAN
-119.88,34.44,27,4724,793,2394,738,5.5954,261400,NEAR OCEAN
-119.89,34.44,25,2786,470,1669,462,5.5184,268300,NEAR OCEAN
-119.89,34.44,25,3160,507,1514,523,5.0767,271200,NEAR OCEAN
-119.92,34.44,17,2143,324,1073,330,6.0321,402600,NEAR OCEAN
-120.05,34.47,21,1241,248,746,211,3.8056,425000,NEAR OCEAN
-119.86,34.38,28,1062,309,1058,305,1.5071,316700,NEAR OCEAN
-119.86,34.41,24,1576,580,1630,531,1.24,325000,NEAR OCEAN
-119.86,34.38,26,1626,375,1580,359,2.1471,187500,NEAR OCEAN
-119.81,34.45,24,3678,567,1554,570,6.5173,334000,NEAR OCEAN
-119.81,34.44,23,3172,588,1467,559,4.6806,288900,NEAR OCEAN
-119.82,34.45,24,3592,533,1683,528,6.7247,333800,NEAR OCEAN
-119.83,34.44,26,1739,402,599,368,3.0875,198400,NEAR OCEAN
-119.82,34.44,22,2239,475,1016,434,4.875,295400,NEAR OCEAN
-119.81,34.44,14,961,305,662,286,3.2115,206300,NEAR OCEAN
-119.82,34.43,15,1482,345,669,379,3.0773,112500,NEAR OCEAN
-119.82,34.44,16,1414,463,793,439,3.6034,150000,NEAR OCEAN
-119.82,34.44,28,1992,531,1622,509,2.7689,228200,NEAR OCEAN
-119.83,34.44,35,796,281,567,257,2.1389,260000,NEAR OCEAN
-119.83,34.43,31,798,346,699,301,2.1417,205000,NEAR OCEAN
-119.77,34.43,22,2552,443,1066,424,5.1271,342500,NEAR OCEAN
-119.77,34.43,28,3318,441,1604,404,9.7821,500001,NEAR OCEAN
-119.79,34.4,20,3104,415,1061,380,9.6885,500001,NEAR OCEAN
-119.8,34.44,27,2674,419,1176,416,5.0294,280200,NEAR OCEAN
-119.8,34.43,27,3143,537,1760,570,4.6957,271500,NEAR OCEAN
-119.8,34.43,22,2845,500,1456,454,5.6604,276400,NEAR OCEAN
-119.79,34.44,25,1479,314,977,309,4.1797,271800,NEAR OCEAN
-119.78,34.44,28,2864,495,1364,482,4.835,353400,NEAR OCEAN
-119.79,34.43,26,3611,563,2089,540,5.1615,276200,NEAR OCEAN
-122.07,37.44,21,4599,986,2756,943,2.9817,225000,NEAR BAY
-122.06,37.38,20,4293,1272,2389,1210,4.2719,270800,NEAR BAY
-122.06,37.4,21,12855,3226,7273,3052,4.3351,267400,NEAR BAY
-122.06,37.39,26,18,4,8,4,3.75,375000,NEAR BAY
-122.06,37.39,22,1236,290,413,274,3.6875,40000,NEAR BAY
-122.06,37.38,20,3401,768,1497,747,4.2188,500001,NEAR BAY
-122.06,37.38,21,1798,399,837,410,5.6999,470000,NEAR BAY
-122.06,37.38,20,2976,766,1227,634,4.8625,262500,NEAR BAY
-122.07,37.39,19,1465,342,646,345,4.712,289300,NEAR BAY
-122.08,37.4,23,806,158,373,156,5.9291,284600,NEAR BAY
-122.07,37.4,16,3352,813,1440,729,3.7359,262500,NEAR BAY
-122.07,37.41,26,1184,225,815,218,5.7657,322300,NEAR BAY
-122.07,37.4,15,2940,910,943,711,4.359,192200,NEAR BAY
-122.08,37.4,19,3565,858,1639,744,4.1544,277000,NEAR BAY
-122.08,37.4,25,1750,341,999,319,5.806,308700,NEAR BAY
-122.08,37.41,20,1896,456,1069,436,4.6875,288900,NEAR BAY
-122.09,37.4,36,1575,379,1036,382,5.1408,264700,NEAR BAY
-122.1,37.41,33,6277,1274,3025,1211,5.4721,343300,NEAR BAY
-122.09,37.41,8,1480,414,856,445,2.8203,284100,NEAR BAY
-122.09,37.41,14,753,193,421,153,4.2463,266700,NEAR BAY
-122.09,37.41,18,1476,473,838,415,3.575,274000,NEAR BAY
-122.09,37.4,22,1489,436,662,470,3.5179,197200,NEAR BAY
-122.09,37.4,17,748,184,412,180,3.4375,290600,NEAR BAY
-122.09,37.42,23,4874,1251,2699,1163,3.8003,229800,NEAR BAY
-122.11,37.41,27,5110,1599,2764,1482,3.4198,351900,NEAR BAY
-122.09,37.4,26,3218,1021,2087,964,3.2875,182700,NEAR BAY
-122.1,37.4,27,3410,1156,2314,1086,3.4868,165600,NEAR BAY
-122.1,37.4,23,1755,508,1374,506,4.3077,293500,NEAR BAY
-122.1,37.4,19,1085,288,1009,305,3.9091,276000,NEAR BAY
-122.11,37.4,16,1994,489,1173,472,4.1875,266400,NEAR BAY
-122.11,37.4,15,255,63,138,74,4.6591,175000,NEAR BAY
-122.1,37.4,23,514,210,367,206,3.1736,181300,NEAR BAY
-122.08,37.4,52,766,203,448,196,2.5208,316700,NEAR BAY
-122.09,37.39,43,2065,535,1029,500,3.7318,327700,NEAR BAY
-122.09,37.39,30,1722,490,1057,517,3.725,261300,NEAR BAY
-122.09,37.4,24,3983,1126,2645,1072,3.6742,275000,NEAR BAY
-122.08,37.39,44,1498,430,848,400,2.8438,307100,NEAR BAY
-122.08,37.39,46,1115,248,543,248,3.2083,334300,NEAR BAY
-122.08,37.39,4,2292,,1050,584,4.8036,340000,NEAR BAY
-122.07,37.39,30,1695,480,932,447,3.5045,352500,NEAR BAY
-122.07,37.39,37,1169,239,589,249,5.0131,330300,NEAR BAY
-122.07,37.38,26,1272,306,562,284,4.5644,280200,NEAR BAY
-122.08,37.39,39,2210,483,1023,450,4.5833,342400,NEAR BAY
-122.1,37.39,31,1117,304,591,302,3.5909,353100,NEAR BAY
-122.1,37.39,36,1860,367,794,366,5.0871,354500,NEAR BAY
-122.09,37.39,34,1508,483,774,443,2.7279,365600,NEAR BAY
-122.09,37.39,36,1035,196,475,205,5.5385,359000,NEAR BAY
-122.09,37.38,34,1959,342,849,357,6.2884,414700,NEAR BAY
-122.09,37.38,36,2587,416,1055,410,6.1995,407200,NEAR BAY
-122.08,37.38,33,2771,659,1496,581,3.4042,353600,NEAR BAY
-122.08,37.38,36,857,156,448,168,5.0086,366700,NEAR BAY
-122.08,37.38,36,1199,198,485,199,5.0796,373400,NEAR BAY
-122.08,37.38,36,782,130,348,128,6.828,383900,NEAR BAY
-122.08,37.37,29,1229,,707,194,7.1108,465000,NEAR BAY
-122.09,37.37,27,1269,186,464,182,6.8374,500001,NEAR BAY
-122.09,37.37,34,2165,355,776,339,5.2971,442100,NEAR BAY
-122.08,37.38,25,830,228,368,174,3.3917,342900,NEAR BAY
-122.07,37.37,22,3770,727,1657,762,4.8021,457500,NEAR BAY
-122.07,37.37,30,2937,407,1097,407,7.9813,473500,NEAR BAY
-122.08,37.36,31,2717,376,1001,381,9.281,500001,NEAR BAY
-122.09,37.36,37,1550,238,805,250,5.0222,500001,NEAR BAY
-122.09,37.36,37,2269,325,930,321,7.5274,500001,NEAR BAY
-122.08,37.36,28,2181,284,728,238,8.2266,500001,NEAR BAY
-122.08,37.35,35,1347,207,548,189,7.7068,500001,NEAR BAY
-122.08,37.35,33,2398,317,832,314,10.3591,500001,NEAR BAY
-122.1,37.38,37,4167,612,1577,597,7.5655,500001,NEAR BAY
-122.1,37.37,37,2511,354,945,348,8.3924,500001,NEAR BAY
-122.1,37.37,40,2224,354,929,345,8.1064,500001,NEAR BAY
-122.11,37.37,22,1477,195,520,187,10.3329,500001,NEAR BAY
-122.11,37.38,36,3598,500,1296,533,7.8177,500001,NEAR BAY
-122.11,37.38,22,3638,719,1329,650,5.0804,500001,NEAR BAY
-122.11,37.37,49,1068,190,410,171,7.2045,500001,NEAR BAY
-122.12,37.37,18,1617,231,555,222,8.9021,500001,NEAR BAY
-122.11,37.4,31,2836,490,1138,481,4.9519,500001,NEAR BAY
-122.11,37.39,36,1660,261,655,249,6.3967,500001,NEAR BAY
-122.1,37.39,35,2471,349,881,342,7.6229,500001,NEAR BAY
-122.12,37.4,31,2356,405,921,358,7.0245,500001,NEAR BAY
-122.12,37.39,34,3561,497,1336,501,8.9172,500001,NEAR BAY
-122.12,37.38,34,1443,218,504,200,8.4709,500001,NEAR BAY
-122.12,37.4,32,3514,473,1583,480,10.3894,500001,NEAR BAY
-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,NEAR BAY
-122.13,37.41,36,4787,900,2039,890,5.4063,440900,NEAR BAY
-122.14,37.41,35,2419,426,949,433,6.4588,437100,NEAR BAY
-122.14,37.42,46,206,44,134,51,4.15,265000,NEAR BAY
-122.13,37.42,36,3982,1045,2251,995,3.5364,314100,NEAR BAY
-122.12,37.41,33,2892,617,1250,581,5.3727,360900,NEAR BAY
-122.11,37.43,35,3584,535,1405,538,7.3023,451300,NEAR BAY
-122.11,37.43,35,3905,565,1562,553,7.313,463700,NEAR BAY
-122.11,37.42,32,3058,595,1267,540,6.4949,417800,NEAR BAY
-122.11,37.41,35,2712,428,1084,425,7.1382,443800,NEAR BAY
-122.11,37.41,33,1641,284,659,282,6.0884,432900,NEAR BAY
-122.12,37.42,35,2445,533,1187,519,5.2803,362100,NEAR BAY
-122.12,37.42,36,2607,551,1165,523,5.1524,373100,NEAR BAY
-122.13,37.43,40,3454,648,1498,647,5.2114,438400,NEAR BAY
-122.13,37.43,32,4398,878,1799,792,4.7375,431900,NEAR BAY
-122.12,37.43,36,3212,553,1455,574,6.46,425500,NEAR BAY
-122.12,37.44,33,2974,623,1435,588,5.485,406300,NEAR BAY
-122.13,37.44,42,2390,462,1146,468,6.3111,397400,NEAR BAY
-122.12,37.44,33,1509,303,748,268,4.875,373400,NEAR BAY
-122.11,37.44,35,2016,349,1023,376,5.6413,376600,NEAR BAY
-122.12,37.43,33,3262,668,1411,626,5.316,398100,NEAR BAY
-122.13,37.45,37,2295,332,933,332,6.7257,500001,NEAR BAY
-122.13,37.45,37,1287,197,510,206,7.9029,500001,NEAR BAY
-122.13,37.45,41,3233,540,1251,506,6.6354,500001,NEAR BAY
-122.13,37.44,43,3004,440,1088,427,9.1508,500001,NEAR BAY
-122.13,37.44,38,2835,447,1148,446,5.9277,446600,NEAR BAY
-122.15,37.46,39,906,109,353,112,10.3942,500001,NEAR BAY
-122.16,37.45,52,1135,219,441,200,7.5418,492000,NEAR BAY
-122.15,37.46,52,1803,257,683,259,10.9508,500001,NEAR BAY
-122.14,37.45,52,3841,537,1391,540,7.8647,500001,NEAR BAY
-122.15,37.45,52,2117,353,734,328,6.767,500001,NEAR BAY
-122.14,37.45,48,2074,297,700,279,8.7051,500001,NEAR BAY
-122.15,37.45,52,568,91,219,75,6.1575,500001,NEAR BAY
-122.16,37.45,47,4234,,1808,1093,4.2297,425000,NEAR BAY
-122.16,37.45,19,2207,810,1304,775,2.1406,402500,NEAR BAY
-122.16,37.45,37,2926,874,1363,815,4.5987,356000,NEAR BAY
-122.16,37.44,34,2199,529,1193,532,4.2972,405900,NEAR BAY
-122.15,37.44,52,2063,320,774,309,7.2543,500001,NEAR BAY
-122.15,37.44,52,1400,217,522,227,4.9861,500001,NEAR BAY
-122.15,37.44,52,1945,293,708,275,6.1655,500001,NEAR BAY
-122.14,37.44,52,3117,468,1114,421,6.6756,500001,NEAR BAY
-122.14,37.43,52,1944,308,696,293,8.2664,500001,NEAR BAY
-122.14,37.43,52,1327,190,467,189,12.5902,500001,NEAR BAY
-122.14,37.43,52,1383,227,551,249,6.5829,500001,NEAR BAY
-122.15,37.43,47,2600,490,1149,465,5.0203,476300,NEAR BAY
-122.15,37.42,44,3558,839,1779,832,3.9243,404800,NEAR BAY
-122.14,37.43,18,2060,563,1144,600,4.0686,378600,NEAR BAY
-122.15,37.43,20,11709,,7604,3589,1.9045,375000,NEAR BAY
-122.16,37.42,34,4448,610,2571,581,11.0492,500001,NEAR OCEAN
-122.15,37.41,15,2577,360,979,364,10.476,500001,NEAR BAY
-122.17,37.43,24,3924,1142,7174,950,4.0972,387500,NEAR OCEAN
-122.15,37.41,29,473,103,359,87,7.0309,475000,NEAR BAY
-122.18,37.41,21,1034,117,323,117,10.7237,500001,NEAR OCEAN
-122.13,37.39,27,3385,427,1248,409,12.0372,500001,NEAR BAY
-122.12,37.37,37,1446,181,549,190,10.7355,500001,NEAR BAY
-122.11,37.36,34,1575,183,511,180,13.1867,500001,NEAR BAY
-122.13,37.37,30,2139,260,742,242,11.806,500001,NEAR BAY
-122.14,37.38,26,2859,343,951,336,10.4277,500001,NEAR BAY
-122.1,37.36,32,1433,199,498,201,9.3586,500001,NEAR BAY
-122.1,37.36,35,2063,266,676,252,8.5294,500001,NEAR BAY
-122.09,37.35,37,1795,285,791,261,7.5794,500001,NEAR BAY
-122.09,37.35,30,1502,186,501,180,10.0259,500001,NEAR BAY
-122.14,37.36,23,11294,1377,3840,1367,12.1387,500001,NEAR BAY
-122.15,37.35,23,3814,485,1344,464,12.9792,500001,NEAR BAY
-122,37,16,32,4,36,5,2.625,137500,NEAR OCEAN
-122.01,36.99,29,227,45,112,41,6.4469,271400,NEAR OCEAN
-122.01,36.99,28,1321,240,652,239,4.9808,263100,NEAR OCEAN
-121.99,36.99,29,3119,507,1476,487,5.8123,281500,NEAR OCEAN
-121.99,36.98,40,1104,224,669,215,4.3409,256300,NEAR OCEAN
-122,36.98,43,1636,324,792,325,3.5562,239200,NEAR OCEAN
-122.01,36.99,41,2548,508,1290,488,3.6902,233000,NEAR OCEAN
